GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
26123	0.999925	5.78e-01	0.1421	0.5566419	0.07911241	846.58	TCTN3	tectonic family member 3
953	0.999925	1.69e-01	0.4084	1.3747802	0.56152763	26.23	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
54619	0.999925	9.47e-01	0.3094	-0.065875	-0.02038099	45.46	CCNJ	cyclin J
9849	0.999925	8.21e-01	0.2936	-0.226367	-0.06646136	122.57	ZNF518A	zinc finger protein 518A
29760	0.999925	4.21e-01	0.5529	-0.8050651	-0.44511613	40.14	BLNK	B cell linker
7093	0.999925	9.28e-01	1.3248	0.0898132	0.11898307	32.68	TLL2	tolloid like 2
56889	0.999925	7.61e-01	0.3554	-0.3043073	-0.10814525	886.34	TM9SF3	transmembrane 9 superfamily member 3
728658	0.999925	6.87e-01	0.1563	-0.4029305	-0.06299232	895.48	RPL13AP5	ribosomal protein L13a pseudogene 5
84458	0.999925	8.01e-01	0.2396	-0.2519518	-0.0603552	795.54	LCOR	ligand dependent nuclear receptor corepressor
100533184	0.999925	1.00	0.3783	0.0003906	0.0001478	49.57	ARHGAP19-SLIT1	ARHGAP19-SLIT1 readthrough (NMD candidate)
84986	0.999925	9.98e-01	0.3467	0.0026335	0.00091312	303.63	ARHGAP19	Rho GTPase activating protein 19
23401	0.999925	7.91e-01	0.2639	-0.2655619	-0.07007782	115.55	FRAT2	FRAT regulator of WNT signaling pathway 2
23223	0.999925	2.05e-01	0.3219	1.266285	0.40757039	183.16	RRP12	ribosomal RNA processing 12 homolog
5223	0.999925	7.71e-01	0.1826	0.2906585	0.05306901	10408.39	PGAM1	phosphoglycerate mutase 1
51013	0.999925	2.31e-01	0.1513	-1.196669	-0.18101593	930.5	EXOSC1	exosome component 1
84287	0.999925	8.67e-01	0.142	-0.1671143	-0.02373269	669.28	ZDHHC16	zinc finger DHHC-type palmitoyltransferase 16
64210	0.999925	5.14e-01	0.1937	0.6528591	0.12644036	1178.67	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
80019	0.999925	5.65e-01	0.4192	-0.5752891	-0.24115912	131.02	UBTD1	ubiquitin domain containing 1
26287	0.999925	9.22e-01	0.3791	0.0973417	0.03690003	24.39	ANKRD2	ankyrin repeat domain 2
112817	0.999925	4.11e-01	0.7539	-0.8215672	-0.61941779	30.09	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1
118812	0.999925	7.03e-01	0.3133	-0.3815144	-0.11952571	165.46	MORN4	MORN repeat containing 4
55361	0.999925	5.22e-01	0.3238	-0.6402118	-0.20728341	696.62	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha
60370	0.999925	7.53e-01	0.3811	0.315103	0.12009085	473.68	AVPI1	arginine vasopressin induced 1
83742	0.999925	4.14e-01	0.3427	0.8170864	0.2800378	815.38	MARVELD1	MARVEL domain containing 1
118813	0.999925	1.20e-01	0.2126	1.5544571	0.33046804	90.29	ZFYVE27	zinc finger FYVE-type containing 27
401647	0.999925	3.77e-01	1.0297	0.8836143	0.90984373	33.46	GOLGA7B	golgin A7 family member B
27291	0.999925	5.09e-01	0.2646	-0.6607391	-0.17483524	115.87	R3HCC1L	R3H domain and coiled-coil containing 1 like
84795	0.999925	8.53e-01	0.3103	0.1851971	0.057459	26.33	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2
3257	0.999925	3.04e-01	0.245	1.0284055	0.25195266	533.46	HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1
26507	0.999925	8.26e-01	1.9345	0.2199935	0.42558718	23.5	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1
2805	0.999925	8.08e-01	0.1415	0.2430897	0.03438538	1908.38	GOT1	glutamic-oxaloacetic transaminase 1
101927300	0.999925	5.71e-02	0.3399	-1.9022166	-0.64665461	37.89	GOT1-DT	GOT1 divergent transcript
81894	0.999925	9.19e-01	0.2698	-0.101127	-0.02727968	228.24	SLC25A28	solute carrier family 25 member 28
57089	0.999925	6.93e-01	0.39	-0.3945639	-0.15386556	425.76	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7
1355	0.999925	1.49e-01	0.1209	1.4428497	0.17445739	1036.37	COX15	cytochrome c oxidase assembly homolog COX15
51076	0.999925	8.07e-01	0.2644	0.2438665	0.06446781	86.55	CUTC	cutC copper transporter
1244	0.999925	7.25e-01	0.5304	0.3517894	0.18658232	19.29	ABCC2	ATP binding cassette subfamily C member 2
23268	0.999925	2.15e-01	0.2726	1.2392553	0.33780461	688.48	DNMBP	dynamin binding protein
10613	0.999925	1.44e-01	0.178	1.4617794	0.26019989	1412.44	ERLIN1	ER lipid raft associated 1
1147	0.999925	3.29e-01	0.2866	-0.977098	-0.28004207	294.35	CHUK	component of inhibitor of nuclear factor kappa B kinase complex
55280	0.999925	2.70e-01	0.1258	-1.1031998	-0.13883724	577.36	CWF19L1	CWF19 like cell cycle control factor 1
282991	0.999925	5.40e-02	0.2018	-1.9264395	-0.38873669	389.3	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2
6319	0.999925	5.72e-01	0.3605	0.5655969	0.20392232	38980.67	SCD	stearoyl-CoA desaturase
90271	0.999925	3.28e-01	0.2488	0.9787936	0.24349431	597.14	OLMALINC	oligodendrocyte maturation-associated long intergenic non-coding RNA
4714	0.999925	1.73e-01	0.2258	-1.3627949	-0.30775051	1551.16	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8
55662	0.999925	7.65e-01	0.2595	-0.2995343	-0.07771871	489.57	HIF1AN	hypoxia inducible factor 1 subunit alpha inhibitor
55719	0.999925	8.19e-01	0.202	0.2293044	0.04631155	349.42	SLF2	SMC5-SMC6 complex localization factor 2
57715	0.999925	4.85e-01	0.4694	0.6987888	0.32798962	41.48	SEMA4G	semaphorin 4G
84545	0.999925	6.69e-01	0.1828	0.4271159	0.07808026	847.49	MRPL43	mitochondrial ribosomal protein L43
56652	0.999925	2.16e-01	0.3501	1.236739	0.43293339	68.76	TWNK	twinkle mtDNA helicase
84445	0.999925	9.42e-01	0.3523	-0.0729434	-0.02569795	270.99	LZTS2	leucine zipper tumor suppressor 2
81855	0.999925	9.49e-01	0.5215	-0.0635075	-0.0331203	745.37	SFXN3	sideroflexin 3
107984262	0.999925	1.55e-01	0.3917	-1.4206277	-0.55641522	23.76	LOC107984262	uncharacterized LOC107984262
81621	0.999925	2.57e-01	0.382	-1.1341722	-0.43322535	108.84	KAZALD1	Kazal type serine peptidase inhibitor domain 1
8945	0.999925	9.97e-01	0.1627	0.0040584	0.00066014	497.54	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
27343	0.999925	4.67e-01	0.2936	0.7273653	0.21357922	306.57	POLL	DNA polymerase lambda
25911	0.999925	6.49e-01	0.2113	0.454941	0.09612523	218.66	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)
6468	0.999925	9.86e-01	0.2862	-0.0178414	-0.00510572	101.79	FBXW4	F-box and WD repeat domain containing 4
105378456	0.999925	9.88e-01	1.6108	0.0156068	0.02513992	66.83	LOC105378456	uncharacterized LOC105378456
10360	0.999925	9.18e-01	0.3808	0.1026946	0.03910887	600.8	NPM3	nucleophosmin/nucleoplasmin 3
10724	0.999925	7.14e-01	0.2933	-0.3664948	-0.10748895	512.55	OGA	O-GlcNAcase
79591	0.999925	7.89e-01	0.1393	0.2675503	0.03726391	531.91	ARMH3	armadillo like helical domain containing 3
79803	0.999925	6.08e-01	0.3118	0.5135052	0.16010418	91.12	HPS6	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3
8861	0.999925	8.20e-01	0.2978	0.2279316	0.0678671	680	LDB1	LIM domain binding 1
23082	0.999925	7.26e-02	0.4132	1.7954348	0.74180616	425.39	PPRC1	PPARG related coactivator 1
9221	0.999925	3.89e-01	0.3282	0.8617971	0.28288038	2221.28	NOLC1	nucleolar and coiled-body phosphoprotein 1
8729	0.999925	7.15e-01	0.4707	0.3649479	0.17179111	1022.27	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1
79176	0.999925	9.76e-01	0.3005	0.0297777	0.00894751	71.2	FBXL15	F-box and leucine rich repeat protein 15
79004	0.999925	4.41e-01	0.2158	0.7709438	0.16634983	598.82	CUEDC2	CUE domain containing 2
100505761	0.999925	8.16e-01	0.12	0.2321397	0.02784726	148.05	C10orf95-AS1	C10orf95 antisense RNA 1
79946	0.999925	7.39e-01	0.2728	0.333726	0.09105486	34.16	C10orf95	chromosome 10 open reading frame 95
79847	0.999925	7.92e-01	0.2705	0.2642446	0.07147275	418.5	MFSD13A	major facilitator superfamily domain containing 13A
10121	0.999925	6.15e-01	0.2491	-0.5025386	-0.12519503	1694.2	ACTR1A	actin related protein 1A
51684	0.999925	4.60e-01	0.2848	0.7382383	0.21028075	316.05	SUFU	SUFU negative regulator of hedgehog signaling
81603	0.999925	4.10e-01	0.3338	0.8231647	0.27476438	444.6	TRIM8	tripartite motif containing 8
403	0.999925	8.11e-01	0.3058	-0.2388519	-0.07303692	222.2	ARL3	ADP ribosylation factor like GTPase 3
118980	0.999925	4.76e-01	0.3529	0.7122917	0.25133478	269.88	SFXN2	sideroflexin 2
54838	0.999925	6.65e-01	0.2292	-0.4331111	-0.0992712	491.38	WBP1L	WW domain binding protein 1 like
100528007	0.999925	6.10e-01	0.3435	-0.5103069	-0.17531515	21.71	BORCS7-ASMT	BORCS7-ASMT readthrough (NMD candidate)
119032	0.999925	4.62e-01	0.3895	-0.7348226	-0.2862438	34.71	BORCS7	BLOC-1 related complex subunit 7
54805	0.999925	9.69e-02	0.1087	1.6598604	0.18045024	403.63	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2
22978	0.999925	8.25e-01	0.2203	0.2206047	0.04860123	799.67	NT5C2	5'-nucleotidase, cytosolic II
9118	0.999925	8.27e-01	2.2088	-0.2185249	-0.4826724	65.6	INA	internexin neuronal intermediate filament protein alpha
84108	0.999925	5.90e-01	0.3063	0.5385149	0.16496802	62.57	PCGF6	polycomb group ring finger 6
6877	0.999925	4.82e-01	0.2755	-0.7023267	-0.19347609	116.2	TAF5	TATA-box binding protein associated factor 5
84833	0.999925	4.29e-01	0.2558	-0.7910529	-0.20238269	1956.64	ATP5MK	ATP synthase membrane subunit k
22984	0.999925	2.90e-01	0.2217	1.0573495	0.23442704	337.21	PDCD11	programmed cell death 11
51063	0.999925	5.93e-01	0.3864	-0.5341105	-0.20639697	102.08	CALHM2	calcium homeostasis modulator family member 2
9644	0.999925	2.20e-01	0.2103	1.2259411	0.25782447	611.47	SH3PXD2A	SH3 and PX domains 2A
100505839	0.999925	2.72e-01	0.33	1.0986846	0.36258286	129.67	SH3PXD2A-AS1	SH3PXD2A antisense RNA 1
79991	0.999925	6.11e-01	0.2144	-0.5084874	-0.10902388	716.31	STN1	STN1 subunit of CST complex
102724351	0.999925	7.60e-01	0.2974	0.3054075	0.09082365	25.13	LOC102724351	uncharacterized LOC102724351
9748	0.999925	5.98e-01	0.2966	-0.526858	-0.15628896	635.54	SLK	STE20 like kinase
1308	0.999925	8.34e-01	0.5541	-0.2092011	-0.11591705	3340.05	COL17A1	collagen type XVII alpha 1 chain
119392	0.999925	1.56e-01	0.2114	-1.4187192	-0.29998255	184.97	SFR1	SWI5 dependent homologous recombination repair protein 1
80217	0.999925	9.55e-01	0.5448	0.0567085	0.03089257	36.94	CFAP43	cilia and flagella associated protein 43
9446	0.999925	8.76e-01	0.1431	0.1562449	0.02235773	3056.7	GSTO1	glutathione S-transferase omega 1
119391	0.999925	8.83e-01	0.3387	0.1472676	0.04987793	979.72	GSTO2	glutathione S-transferase omega 2
85450	0.999925	3.26e-02	0.2057	2.1367342	0.43959961	486.12	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein
7511	0.999925	2.36e-01	0.087	1.1854419	0.10318293	900.6	XPNPEP1	X-prolyl aminopeptidase 1
120	0.999925	9.05e-01	0.429	-0.119143	-0.05111013	300.06	ADD3	adducin 3
4601	0.999925	9.59e-01	0.3065	0.0509769	0.01562609	860.69	MXI1	MAX interactor 1, dimerization protein
10285	0.999925	7.90e-01	0.1147	0.2666851	0.03057979	854.27	SMNDC1	survival motor neuron domain containing 1
1847	0.999925	2.34e-01	0.7375	1.1902185	0.87783689	380.83	DUSP5	dual specificity phosphatase 5
9126	0.999925	6.40e-01	0.359	-0.4678118	-0.1679596	559	SMC3	structural maintenance of chromosomes 3
282997	0.999925	9.20e-01	0.8468	-0.1003444	-0.0849703	34.42	PDCD4-AS1	PDCD4 antisense RNA 1
27250	0.999925	3.69e-01	0.5873	-0.8981759	-0.52749856	429.67	PDCD4	programmed cell death 4
92482	0.999925	2.43e-01	0.2823	-1.167208	-0.32946505	176.24	BBIP1	BBSome interacting protein 1
8036	0.999925	7.82e-01	0.3153	-0.2767166	-0.08725358	408.28	SHOC2	SHOC2 leucine rich repeat scaffold protein
57678	0.999925	8.61e-01	0.2603	0.1747811	0.0454903	107.76	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
51703	0.999925	9.74e-01	1.0413	0.0326291	0.03397678	247.35	ACSL5	acyl-CoA synthetase long chain family member 5
64429	0.999925	4.72e-01	0.229	-0.7184756	-0.1645566	737.71	ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6
143187	0.999925	3.22e-01	0.2085	-0.9908452	-0.20660371	370.6	VTI1A	vesicle transport through interaction with t-SNAREs 1A
103344931	0.999925	8.10e-01	0.2773	0.2403788	0.06664775	58.47	LOC103344931	uncharacterized LOC103344931
6934	0.999925	1.76e-01	0.3332	1.3533832	0.45089179	378.46	TCF7L2	transcription factor 7 like 2
840	0.999925	9.41e-01	0.287	-0.073975	-0.02122884	416.11	CASP7	caspase 7
9937	0.999925	6.81e-01	0.2691	-0.4104826	-0.11045545	240.2	DCLRE1A	DNA cross-link repair 1A
374354	0.999925	9.34e-01	0.3057	-0.0826566	-0.02526643	539.68	NHLRC2	NHL repeat containing 2
55088	0.999925	8.60e-01	0.3205	-0.1758276	-0.05636016	134.09	CCDC186	coiled-coil domain containing 186
340706	0.999925	3.68e-01	0.5175	0.9010991	0.46630306	32.16	VWA2	von Willebrand factor A domain containing 2
84632	0.999925	7.69e-01	0.3467	0.2939895	0.1019405	951	AFAP1L2	actin filament associated protein 1 like 2
3983	0.999925	7.25e-01	0.1411	0.3511221	0.04955752	2322.5	ABLIM1	actin binding LIM protein 1
57700	0.999925	7.10e-01	0.2145	0.3712002	0.07961984	229.01	FHIP2A	FHF complex subunit HOOK interacting protein 2A
142940	0.999925	8.97e-01	0.3647	-0.1300433	-0.04742485	585.28	TRUB1	TruB pseudouridine synthase family member 1
259217	0.999925	4.63e-01	0.9646	-0.7343748	-0.70840321	245.65	HSPA12A	heat shock protein family A (Hsp70) member 12A
387712	0.999925	6.05e-01	0.188	0.5166232	0.09711413	87.78	ENO4	enolase 4
57698	0.999925	6.31e-01	0.1684	0.4800439	0.08083072	543.57	SHTN1	shootin 1
6571	0.999925	9.42e-01	0.3771	0.0722243	0.0272328	80.94	SLC18A2	solute carrier family 18 member A2
118987	0.999925	6.69e-01	0.2141	-0.4281836	-0.09168438	537.98	PDZD8	PDZ domain containing 8
22841	0.999925	4.83e-01	0.5098	-0.7013452	-0.35752844	116.63	RAB11FIP2	RAB11 family interacting protein 2
255082	0.999925	3.03e-01	0.3661	-1.0307073	-0.37736116	34.76	CASC2	cancer susceptibility 2
63877	0.999925	1.97e-01	0.2747	-1.2894301	-0.35421658	290.15	FAM204A	family with sequence similarity 204 member A
143384	0.999925	5.48e-01	0.219	-0.601337	-0.13168836	2066.56	CACUL1	CDK2 associated cullin domain 1
340719	0.999925	1.82e-01	0.5514	-1.334356	-0.73575787	42.57	NANOS1	nanos C2HC-type zinc finger 1
8661	0.999925	7.14e-01	0.195	-0.3671012	-0.07157281	1460.82	EIF3A	eukaryotic translation initiation factor 3 subunit A
404636	0.999925	7.64e-01	0.3521	-0.3006368	-0.10586245	707.51	DENND10	DENN domain containing 10
119559	0.999925	3.86e-01	0.2145	0.8665614	0.18586106	388.11	SFXN4	sideroflexin 4
10935	0.999925	4.26e-01	0.4279	-0.7959107	-0.34058171	4044.28	PRDX3	peroxiredoxin 3
2869	0.999925	5.63e-01	0.2567	-0.5779759	-0.148355	39.99	GRK5	G protein-coupled receptor kinase 5
6001	0.999925	8.43e-01	0.3217	0.1983273	0.06380774	1177.85	RGS10	regulator of G protein signaling 10
7073	0.999925	7.83e-01	0.1106	0.2753976	0.03044918	1363.13	TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1
105378512	0.999925	8.46e-01	0.3069	-0.193966	-0.05953523	30.26	LOC105378512	uncharacterized LOC105378512
9531	0.999925	2.46e-02	0.2132	2.2471973	0.47911622	2524.33	BAG3	BAG cochaperone 3
22876	0.999925	4.56e-01	0.2199	0.7460085	0.16407737	333.71	INPP5F	inositol polyphosphate-5-phosphatase F
79892	0.999925	7.97e-01	0.2267	-0.2566464	-0.05818544	1486.03	MCMBP	minichromosome maintenance complex binding protein
11196	0.999925	9.70e-01	0.2293	-0.0377507	-0.00865673	841.98	SEC23IP	SEC23 interacting protein
55717	0.999925	9.69e-01	0.1706	-0.0385215	-0.00657288	821.21	WDR11	WD repeat domain 11
105378519	0.999925	5.85e-01	0.2773	0.5463134	0.15149463	45.59	LOC105378519	uncharacterized LOC105378519
2263	0.999925	7.47e-01	0.167	-0.322954	-0.05393102	477.68	FGFR2	fibroblast growth factor receptor 2
11101	0.999925	5.76e-01	0.1968	-0.5590923	-0.11005021	410.6	ATE1	arginyltransferase 1
54780	0.999925	2.43e-01	0.1982	-1.1683891	-0.23152804	948.23	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component
10579	0.999925	9.84e-01	0.4982	0.019857	0.00989276	1512.69	TACC2	transforming acidic coiled-coil containing protein 2
59338	0.999925	4.31e-01	0.2578	-0.7879336	-0.20313784	491.77	PLEKHA1	pleckstrin homology domain containing A1
5654	0.999925	9.55e-01	1.1752	-0.0562812	-0.06614378	67.81	HTRA1	HtrA serine peptidase 1
399815	0.999925	4.46e-01	0.4363	-0.7625257	-0.33268401	38.64	C10orf88B	C10orf88B (pseudogene)
80007	0.999925	8.44e-01	0.1962	0.1964217	0.03853897	139.39	C10orf88	chromosome 10 open reading frame 88
118672	0.999925	1.84e-01	0.2747	-1.329205	-0.3651214	38.7	PSTK	phosphoseryl-tRNA kinase
64376	0.999925	7.82e-01	0.2937	-0.2765136	-0.08120332	253.54	IKZF5	IKAROS family zinc finger 5
36	0.999925	3.81e-01	0.2635	-0.8762472	-0.23091542	227.63	ACADSB	acyl-CoA dehydrogenase short/branched chain
9184	0.999925	4.88e-01	0.0861	-0.6940215	-0.05976234	2995.57	BUB3	BUB3 mitotic checkpoint protein
107984128	0.999925	5.61e-01	0.9489	0.5806645	0.55100308	33.23	LOC107984128	uncharacterized LOC107984128
51363	0.999925	6.49e-02	0.1969	1.8459834	0.36347084	718.04	CHST15	carbohydrate sulfotransferase 15
4942	0.999925	7.65e-01	0.1941	0.2987307	0.0579821	2493.63	OAT	ornithine aminotransferase
390010	0.999925	2.36e-01	1.9095	1.185873	2.26445061	29.21	NKX1-2	NK1 homeobox 2
64077	0.999925	1.52e-02	0.2326	2.4278191	0.56471173	309.07	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
105378539	0.999925	5.95e-01	0.4798	-0.5319514	-0.25522456	62.49	LOC105378539	
9679	0.999925	5.81e-01	0.4783	-0.5519003	-0.26396946	211.68	FAM53B	family with sequence similarity 53 member B
399818	0.999925	6.15e-01	0.3349	-0.5023901	-0.16823785	136.51	EEF1AKMT2	EEF1A lysine methyltransferase 2
23172	0.999925	7.45e-01	0.129	-0.324721	-0.04188543	489.21	ABRAXAS2	abraxas 2, BRISC complex subunit
54764	0.999925	7.93e-01	0.1758	0.2628035	0.04619816	165.37	ZRANB1	zinc finger RANBP2-type containing 1
1488	0.999925	2.12e-01	0.0998	1.2490361	0.12469209	687.02	CTBP2	C-terminal binding protein 2
283038	0.999925	7.30e-01	0.3486	0.3453703	0.12040858	18.41	LOC283038	uncharacterized LOC283038
399821	0.999925	8.31e-01	0.3336	0.2136869	0.07128318	18.98	EDRF1-DT	EDRF1 divergent transcript
26098	0.999925	9.87e-01	0.2584	0.0157561	0.00407179	230.7	EDRF1	erythroid differentiation regulatory factor 1
7390	0.999925	6.61e-01	0.1571	-0.4381858	-0.06881842	293.83	UROS	uroporphyrinogen III synthase
56647	0.999925	3.39e-01	0.3172	-0.9553548	-0.30304622	576.15	BCCIP	BRCA2 and CDKN1A interacting protein
55760	0.999925	3.98e-01	0.2538	-0.8446563	-0.21440856	639.42	DHX32	DEAH-box helicase 32 (putative)
92565	0.999925	8.74e-01	0.5013	-0.1581565	-0.07927962	50.38	FANK1	fibronectin type III and ankyrin repeat domains 1
1793	0.999925	7.37e-01	0.1322	0.3353043	0.04433257	697.4	DOCK1	dedicator of cytokinesis 1
5791	0.999925	8.91e-01	0.1926	0.1369588	0.02638232	163.23	PTPRE	protein tyrosine phosphatase receptor type E
4288	0.999925	7.66e-01	0.2007	-0.2977705	-0.05977373	8244.22	MKI67	marker of proliferation Ki-67
4255	0.999925	6.63e-01	0.4252	0.4355469	0.18519328	176.04	MGMT	O-6-methylguanine-DNA methyltransferase
387723	0.999925	7.78e-02	0.3233	-1.7636221	-0.57009911	22.56	C10orf143	chromosome 10 open reading frame 143
10539	0.999925	2.47e-01	0.1772	-1.1581813	-0.20521331	1717.78	GLRX3	glutaredoxin 3
55844	0.999925	3.45e-01	0.0734	0.9449591	0.06939597	850.83	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta
664	0.999925	4.76e-01	0.7436	0.7129531	0.53014651	450.27	BNIP3	BCL2 interacting protein 3
282974	0.999925	8.85e-01	0.436	0.1445857	0.06304481	47.56	STK32C	serine/threonine kinase 32C
80313	0.999925	1.51e-01	0.241	1.4343583	0.34564348	31.74	LRRC27	leucine rich repeat containing 27
170394	0.999925	5.36e-01	0.4495	-0.6196223	-0.27852865	56.3	PWWP2B	PWWP domain containing 2B
3632	0.999925	9.58e-01	0.2792	-0.0532074	-0.01485492	266.84	INPP5A	inositol polyphosphate-5-phosphatase A
84504	0.999925	4.76e-01	0.3327	-0.7125285	-0.23709008	66.31	NKX6-2	NK6 homeobox 2
101	0.999925	2.21e-01	0.7557	1.2242548	0.92520953	426.57	ADAM8	ADAM metallopeptidase domain 8
10844	0.999925	4.17e-01	0.187	0.8119985	0.15181996	789.41	TUBGCP2	tubulin gamma complex associated protein 2
118472	0.999925	4.55e-01	0.2183	-0.7472133	-0.16311027	311.93	ZNF511	zinc finger protein 511
1892	0.999925	8.00e-01	0.1646	0.2533657	0.04170243	2182.52	ECHS1	enoyl-CoA hydratase, short chain 1
196743	0.999925	9.86e-01	0.3025	0.0178234	0.00539163	40.88	PAOX	polyamine oxidase
92170	0.999925	9.05e-01	0.1855	0.1195158	0.02217408	230.64	MTG1	mitochondrial ribosome associated GTPase 1
105378575	0.999925	6.34e-01	0.9163	-0.4756142	-0.43578608	19.06	LOC105378575	uncharacterized LOC105378575
1571	0.999925	9.43e-01	1.2687	0.0716625	0.09091855	138.01	CYP2E1	cytochrome P450 family 2 subfamily E member 1
100133161	0.999925	2.40e-01	0.3407	1.1755844	0.40049687	53.66	LINC01001	long intergenic non-protein coding RNA 1001
51272	0.999925	2.30e-01	0.3871	1.2005212	0.4647454	392.96	BET1L	Bet1 golgi vesicular membrane trafficking protein like
60626	0.999925	8.28e-01	0.2955	0.2167621	0.06404533	600.53	RIC8A	RIC8 guanine nucleotide exchange factor A
23410	0.999925	7.98e-01	0.2808	0.2556016	0.07176565	142.17	SIRT3	sirtuin 3
5719	0.999925	5.19e-01	0.3814	-0.644294	-0.24571695	1211.63	PSMD13	proteasome 26S subunit, non-ATPase 13
10581	0.999925	1.41e-01	0.2764	1.4702544	0.4063945	959.26	IFITM2	interferon induced transmembrane protein 2
8519	0.999925	1.10e-01	0.3232	1.5998487	0.51701907	2279.33	IFITM1	interferon induced transmembrane protein 1
10410	0.999925	7.03e-02	0.2834	1.8101124	0.5130276	6424.84	IFITM3	interferon induced transmembrane protein 3
11187	0.999925	3.88e-01	0.6268	-0.8624368	-0.54054686	949.88	PKP3	plakophilin 3
59307	0.999925	7.92e-01	0.5401	0.2640822	0.14263052	220.19	SIGIRR	single Ig and TIR domain containing
338440	0.999925	2.64e-01	0.4603	1.1158223	0.51363655	87.95	ANO9	anoctamin 9
81490	0.999925	8.59e-01	0.3575	0.1777792	0.06356411	102.98	PTDSS2	phosphatidylserine synthase 2
6050	0.999925	8.07e-01	0.3397	0.2444319	0.08304114	825.59	RNH1	ribonuclease/angiogenin inhibitor 1
